Vth_T ,6bit_Vth,VinDac,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23,#24,#25,#26,#27,#28,#29,#30,#31,#32,#33,#34,#35,#36,#37,#38,#39,#40,#41,#42,#43,#44,#45,#46,#47,#48,#49,#50,#51,#52,#53,#54,#55,#56,#57,#58,#59,#60,#61,#62,#63,#64,#65,#66,#67,#68,#69,#70,#71,#72,#73,#74,#75,#76,#77,#78,#79,#80,#81,#82,#83,#84,#85,#86,#87,#88,#89,#90,#91,#92,#93,#94,#95,#96,#97,#98,#99,#100
338,0,0,929903,939490,935878,928163,927088,931000,935672,931253,934626,925695,931422,931457,935699,930329,934695,933191,926717,927412,931430,931000,935674,928168,930119,928358,929295,929649,930016,931873,931312,935736,925359,924789,929653,933344,936863,925878,931232,927487,932716,928218,937819,931284,935414,932743,932802,931884,927403,933238,932540,928544,935725,938189,934134,930247,935973,932731,935050,933988,928458,928916,935591,935315,936082,930196,938976,931085,930425,935805,932884,934809,937950,933187,932521,931102,933897,935539,931652,939354,934197,926651,935432,934741,935529,925259,932751,928901,932733,934149,934538,932312,931389,935482,933699,937186,937948,926863,929483,933663,938165,929514
339,0,0,932267,939341,935211,936383,936496,930332,932173,939181,933340,935112,936762,932428,941837,935264,933998,934883,927810,929702,933128,939664,933195,934822,932496,935849,933916,929067,935252,934521,935197,938375,930912,937763,936203,937920,935853,939126,930998,934546,932269,932607,939706,939713,941310,935518,931046,930964,936926,933627,927818,928854,935354,930896,932708,939220,931986,938547,934713,931729,938273,939350,928900,932583,936836,936651,932604,934493,935277,934078,928487,934513,933354,936548,939525,936339,930398,935996,937687,934542,932457,931634,937446,934410,931804,932486,934405,935614,936360,934858,933521,938013,932622,936405,933823,939972,937614,933125,934625,932557,935554,935088
340,0,0,936714,932971,936815,938253,936195,939696,938276,936997,933824,937889,934305,935870,935592,935671,934251,935931,937727,936513,936995,937259,938294,934846,932036,934378,934943,937113,939666,935951,939528,938171,937557,932485,939870,933851,940505,930015,940947,938917,935173,939172,935553,939095,931917,934866,928920,935557,935867,932383,933924,938413,933213,938378,934632,934313,938143,934039,941829,933041,935452,933920,939525,939255,931990,938428,944544,935590,931414,938423,937042,937800,939490,938000,935587,939204,931155,934411,935859,932373,936288,937841,930487,937045,935680,936502,936457,934457,931885,937729,936619,935263,939623,936739,934336,933374,936898,931404,937998,936309,938551,937063
341,0,0,942923,941224,935783,941688,939329,936911,940999,943399,940976,936989,938191,936284,936277,937279,936448,942601,938308,937730,937626,941705,939240,941622,940043,935415,939071,942115,938420,937991,940446,938393,938391,945385,936883,935778,933660,939852,938254,945331,940829,939165,933425,936429,942299,942692,938593,936571,940412,935850,940758,936685,939327,939223,941722,939352,934618,936012,935642,940160,943312,931418,940115,939417,938132,941690,940070,941095,939390,941781,940601,943509,935578,938163,936918,940249,937546,940169,939087,937963,941540,939239,936693,934921,937387,939477,938798,940553,936158,935085,929712,938051,936561,939928,939225,942266,946250,939893,938455,937798,939656,937861
342,0,0,940812,944569,937911,942099,940813,938577,941723,936206,945548,940744,945292,940610,941330,939674,935919,942902,939494,943173,938089,939942,938458,940074,936577,938138,940403,941631,938378,937048,940210,937391,939388,935035,942485,940271,936785,938580,943588,937960,942584,938848,937174,943092,942704,939871,937485,935649,942860,938181,939492,945242,939894,942881,938381,939305,944359,939569,942240,941646,942683,944339,938544,940813,940388,936322,940135,937478,941429,942438,940018,942627,942617,939460,937070,944062,937795,938000,937692,945599,942155,944811,941385,941333,938966,940717,936296,941344,941301,938857,938161,940348,936971,938981,938090,937547,939257,937126,943110,940393,943483,938259
343,0,0,938176,943644,943207,944582,941947,942003,941333,943381,941873,942404,944115,944100,938974,939486,942442,947416,941038,943404,944751,939895,943730,938998,940276,941207,941987,941763,941286,941507,942697,940785,940266,940526,940256,939263,941424,941239,942937,939739,941869,942820,941077,941815,941272,944850,941495,943086,942172,943462,939076,943378,941424,943907,942417,939066,941447,943529,937138,940009,938148,942092,944576,942471,941533,941305,942062,945189,942826,939847,943202,938851,944619,940382,940031,942893,938842,943020,944616,940115,942003,939866,941178,934819,942241,937609,940987,944291,943624,942648,943873,939613,943359,942965,939733,944329,941883,940382,944089,944526,942590,943350
344,0,0,941675,942439,940840,941134,943816,941037,943468,946509,943056,942551,942136,941902,938900,944735,943231,944783,942199,942829,940757,943555,943136,943226,942615,943187,943755,943643,945501,942169,940937,942803,941737,944570,939102,937974,940705,944451,943676,943825,943394,943800,940773,946070,944648,942783,938477,940141,942786,944624,941561,939902,942219,943098,942795,943885,947530,941369,943177,943567,945212,943620,944651,942078,940266,943957,944505,944021,942439,939218,941313,943463,945097,943170,942298,944294,945728,946405,939944,942113,944689,944037,943578,941666,944189,943122,943951,941383,943246,941911,943771,942080,943873,942518,941607,941961,941203,943883,946192,944928,945176,943101
345,0,0,945834,944442,942928,944626,944174,942774,942911,942806,942824,944652,946550,942941,942847,942163,938524,944317,945512,943569,942912,944999,944408,944581,943677,944340,942488,943336,944110,944175,945692,946232,945243,941498,944450,945165,946896,944899,945367,944750,945011,942418,942613,941278,946999,941892,944456,943251,941267,943262,946030,941514,942112,945079,945301,941098,942659,946112,943258,942506,939405,945938,944314,942697,945205,945183,942800,945549,944814,942371,943562,942048,945753,944646,944114,944107,944727,941912,942139,943324,942056,941385,943681,948918,946307,945696,942475,948616,945522,942192,945368,942418,946415,939680,940696,942706,947267,942321,944516,942801,940475,944679
346,0,0,942810,944670,943757,944839,947022,944024,947431,945696,943749,943989,942996,944335,941780,945724,945788,945053,940097,946423,945771,942413,946957,945098,947111,945779,943975,943936,943682,946302,945456,944127,946162,942363,942356,942965,942863,944882,946770,944210,945611,943814,946920,944840,945357,944002,940416,941952,945682,947615,945004,944574,943352,944061,947196,944275,946327,942500,946152,946088,946540,944463,945126,944710,946660,943100,943968,947168,943723,945465,943957,942628,944269,943524,944104,944099,942941,942429,945367,945295,942385,946063,946270,942148,946971,944086,943856,943377,945319,947329,945654,944040,945037,944080,944541,945025,945891,946212,943376,943192,941460,944144
347,0,0,944943,946415,942519,945448,946998,944159,946255,946390,945611,944488,947637,945596,943403,944310,944160,941506,944192,944433,944603,943408,946870,944262,946482,945452,945899,946228,947877,944511,944207,947824,944019,944899,944897,948855,946227,943890,946976,944134,945316,944231,945327,944954,945791,947108,944488,944183,942949,942702,945151,945804,944825,945634,944233,944975,947352,944376,945881,944011,945500,944124,945326,943020,943540,945482,947099,943187,943381,943484,942992,945272,943267,946127,942587,944208,945562,944385,944957,944967,947975,947966,947163,947408,944748,945810,940944,943914,948058,942077,945858,945036,946374,945097,943862,946326,945007,943492,944002,941723,946214,946597
348,0,0,944615,945761,944320,945176,945300,946419,948278,945836,944051,944556,946510,944991,945996,945817,945273,945940,945479,943937,945771,947561,945261,946151,941787,946234,945885,946924,946829,947219,946802,945964,944038,946905,946749,944830,946802,944515,945751,945278,942740,946486,946057,945618,946146,947987,946564,944470,948303,945881,944087,946431,948290,945735,945476,947485,945538,948604,943199,945121,946603,946695,942690,945933,947887,947015,946325,945826,943470,946118,944440,946683,943049,942938,944038,944569,944939,946952,944261,942935,946157,945435,943627,945272,945584,946307,943715,942202,946199,946526,947118,945779,945483,948622,945106,946324,948018,947536,942961,948000,946793,945276
349,0,0,947687,942183,947489,945567,948870,947730,947021,945838,947250,947313,944038,944900,945118,947451,945873,947358,944736,945477,945464,946147,944988,946008,944820,945995,944954,947384,947881,942793,946584,947109,948144,944681,945617,947626,946705,947720,943161,945759,946833,947007,943746,946300,947116,947550,948116,945388,946778,945711,944250,945440,946637,945831,947452,947083,947129,947406,948893,946344,946288,944410,944467,947457,948035,947362,946956,946500,948632,946527,947859,947211,944240,947829,946820,946173,946641,945382,944383,948123,947389,948402,947676,947635,946957,946379,947950,947122,943605,948147,945755,946683,947862,947275,946100,946098,945651,945818,946542,946482,947729,946380
350,0,0,947439,944721,945120,947814,946376,946968,945189,947686,945728,946958,945049,947288,947492,946898,944758,945776,945175,948156,946832,947213,946967,947707,948336,947810,946398,946444,945697,946958,945829,946964,945609,945286,946544,947310,945241,947625,944370,947173,946778,946732,946423,946535,945372,945770,947824,948255,947022,945708,946061,947847,949405,949869,949518,948484,945388,947068,944672,944213,945877,943295,947870,949150,945962,947071,948637,947140,946823,949500,947401,943897,949121,948427,947724,945147,944911,943536,947817,949419,946095,946477,946173,946712,947241,949377,947393,945628,944593,947700,946202,944241,946962,947976,946977,946788,947087,950040,942051,944500,948396,948218
351,0,0,947630,944922,945517,947607,949252,946301,945373,951284,945719,948280,948012,946059,950873,947112,945818,945930,948724,947034,946517,947085,947600,946386,948328,948471,947185,944814,945888,947000,946317,947667,947706,948946,948843,948432,945776,948623,947888,947010,944616,947193,947367,946762,947092,948323,948659,945345,946179,948115,946381,946888,946154,947834,946753,946901,946807,945593,944870,946336,946718,948622,948977,947094,946883,948416,947325,946710,945815,946615,946900,947309,948294,947062,947786,947699,947460,947751,946460,947877,946548,946774,947121,948708,948013,949083,947733,945990,948882,948222,947703,948897,947026,947537,946158,948846,945066,948199,948134,948329,946473,947097
352,0,0,948275,945452,948551,945293,946990,947718,947776,948142,947501,946653,947879,946999,948851,947050,946671,948348,948320,948071,947667,946437,947440,948277,947299,947540,950293,945173,948924,948995,945626,947843,947461,946962,947691,948787,949624,947050,946588,948556,948089,948312,946687,947560,947359,948265,947500,948731,949242,949053,947257,947363,948632,946780,948460,943831,949040,948125,948119,947517,947913,949197,947566,948643,947224,948047,948626,948186,949119,947752,948890,948765,947760,947937,947848,947979,948393,947093,945576,947838,947402,949166,946864,949194,947347,947786,946747,946148,949197,948127,947950,948735,947957,945468,947664,947728,947058,948067,947493,946325,947436,947372
353,0,0,946976,949344,947432,946520,948012,949056,947373,948478,948415,947337,947337,948155,946953,948802,947684,948515,946180,946916,949585,949602,947212,947903,948783,947523,947530,948034,947301,948840,946721,947197,948889,946921,945309,946472,947781,947942,947596,946347,946758,948534,948778,947391,947691,947688,948637,947707,947916,946793,947648,946911,947447,948360,947097,947634,948365,947823,948879,948420,948031,947760,949523,947430,948666,947305,946659,947154,945077,947196,948270,947362,947317,947041,948312,946818,948054,949715,949037,948727,945751,945898,947560,947087,948255,947721,948655,947553,948487,947613,946475,947952,948666,947845,947662,947896,947010,949071,950978,949356,947242,949327
354,0,0,947950,948428,945037,947788,948474,948344,947880,948793,948917,947238,947522,948832,948547,947003,948371,947360,947753,945569,946493,948137,947582,946427,948883,947933,948634,946558,948568,949235,947533,948109,948414,948041,948112,949362,948454,948083,946530,947505,947408,947786,948507,947054,946869,947401,948776,949227,946703,949110,946887,947821,947240,948235,946245,948288,950619,949697,948027,948625,947573,947853,947202,948001,948868,948451,948585,947850,946567,946948,947452,948726,948256,949982,948818,947176,945805,946780,948155,948680,947318,949267,947380,947388,947446,949327,948935,948605,947221,948496,947097,947756,948432,947141,947540,946400,947603,948607,947579,948200,948441,947752
355,0,0,948012,946462,948430,946793,949911,948849,949630,949462,947254,949410,948507,948451,949709,946163,949596,946846,947530,948054,948523,948943,948859,948281,947889,948503,948090,947347,949131,947485,947703,948632,949048,949111,948364,949095,950418,948643,946959,949748,949066,949155,946952,947379,948501,947707,947429,948090,947906,949403,948310,947123,948673,948785,948305,946616,950144,948722,948745,947503,949335,947544,947113,948693,949813,947650,947855,949369,947324,947307,947936,946580,948564,946993,947807,949147,947469,947627,947400,948139,946290,947882,948374,948129,947675,947423,949183,947438,948440,946157,950152,947775,947985,948137,947807,946893,947780,946203,949314,946890,949493,948099
356,0,0,947967,950411,948363,948537,946396,948915,949649,947623,951034,949537,947454,949728,950387,948398,948564,947952,948779,948796,949700,948580,947577,950571,948728,946851,947823,948502,949115,948774,948576,948042,949065,945074,948711,947982,947479,948224,948954,947159,947676,948548,948403,948812,949562,947908,947698,949193,947883,949113,949508,949430,949941,949409,948183,947704,948363,949182,949151,947850,947819,949101,947259,949561,949335,948829,948571,948334,948486,949101,949220,946784,948883,947959,948313,948392,947093,949391,948287,948398,948299,948743,948828,947906,949453,947720,947280,949899,948690,949339,948078,946954,948518,948185,947272,947699,948287,948758,948872,949426,947951,949073
357,0,0,950783,949067,948523,947553,948367,948593,948162,947488,948929,948575,948588,948557,948427,947555,949082,948603,948882,948063,948013,948787,947929,947835,948161,949435,949062,947557,950275,949227,948066,948353,947960,949854,949833,949286,947675,950177,947341,948914,952405,949974,948134,949244,947574,949512,947718,948708,948297,948996,947196,949454,947997,947364,949078,949196,948412,946584,949281,946872,947322,948364,947518,948233,948466,949492,948696,949038,949430,950737,950422,950386,949765,948911,947706,948799,948446,948139,948863,950226,947925,947689,950147,946265,948487,946445,947110,948244,947532,947911,948614,948723,947483,947560,948413,949113,948600,949224,947162,947903,947439,947416
358,0,0,947949,952022,947759,950238,950492,950949,948866,948830,949708,948647,948807,948633,950083,949820,949857,950062,949664,948075,947882,948408,948986,950648,948193,948613,948903,948533,947921,948910,950552,949733,950412,949575,950545,949581,947901,948432,950487,947667,948414,949509,949850,949433,948477,949235,949456,950800,950283,952273,948609,950453,948235,949408,949690,949540,949470,948534,947498,948716,949822,947454,949177,949823,947931,950291,950432,950346,948748,948671,948754,949111,948628,949472,950670,947028,949066,947292,948035,949610,947640,949714,950511,948854,947804,950759,949392,949429,948513,948503,952260,948040,948271,949592,948995,949751,950854,949659,950141,946135,950877,950406
359,0,0,949394,949121,949049,949332,949148,948579,949214,950202,948470,948899,948120,949938,951168,949207,948341,951091,949610,949985,949217,948179,949736,948858,949657,948645,949859,950937,946902,949915,949319,948962,949285,949143,950471,950118,947810,951182,951411,951059,948382,947509,949460,949077,949282,948316,950488,949270,949599,951462,947805,950610,950007,950618,949017,948098,948957,948816,949384,947935,950232,950807,947854,950333,948745,950365,949214,949329,947527,950439,948102,949304,948077,948236,951494,949522,948588,950832,949242,950993,950417,950169,951001,949268,950367,949028,947966,948530,951205,950246,951779,949238,948829,949080,948518,949934,950062,949894,949057,949538,949656,947561
360,0,0,946614,949104,949601,947800,950009,947741,948947,950853,950832,951088,948766,949420,950256,949308,949605,949659,949319,947423,950665,948456,952351,950252,948798,947926,952048,951565,950230,949555,951348,949062,951726,948846,950424,949428,949184,948812,948854,947639,949913,949842,948031,948648,948720,949225,950268,948620,949781,949791,948236,952014,949490,950969,949845,948071,948486,952824,947006,948758,948648,948014,950130,947986,948411,948996,950585,949644,948670,948688,950442,948745,949660,948210,948836,947827,947815,948075,946999,947049,948311,948662,949377,948780,949385,948499,948866,948413,949819,949022,947612,950560,950046,950731,948281,949540,950190,947261,948869,950279,948190,950733
361,0,0,948564,948968,950937,949452,948815,950913,950076,949664,950741,947946,948615,949401,949544,949374,948817,948367,949691,948598,949923,948561,948452,949214,950075,948799,949914,948062,950224,950547,948440,948863,950001,948126,947748,949498,949858,948724,948207,950630,948472,950247,950800,948576,948869,950541,948900,950674,948912,948843,949977,949424,947635,950743,949853,947437,949502,948883,947611,949216,947384,948943,950215,949668,948180,951630,950550,949907,951868,950211,948782,948690,951711,948312,950614,948086,949374,951087,950740,948426,950460,948065,948458,947491,947913,948315,949067,950035,948648,950202,951366,948993,950080,949514,948274,947010,949584,949435,947824,949071,950192,949834
362,0,0,948932,949569,949287,948548,949210,950501,949678,949523,948289,946377,949367,951764,949550,947071,952014,948657,950833,951007,948944,950070,949179,950155,951512,947180,948692,947984,950034,950532,949538,953021,949997,948173,950082,948572,947435,949286,949196,949404,949948,948706,950689,949874,949175,948685,948805,949867,951443,949950,950798,948949,948940,951899,950888,952751,949672,948798,949514,948259,951157,950632,948312,950728,949897,948696,949944,950530,949779,949641,950206,951542,950875,948309,948640,948663,948537,947835,949931,949556,950575,950116,950940,950324,949059,950692,948978,948616,950943,949965,950978,949455,948826,949452,951027,948920,950927,948073,948519,947187,950690,950570
